type,ident,lat,lon,clock,updateType,id,air_ground,hexid,alt,gs,heading,rp1lat,rp1lon,rp1alt,rp1clock,fob,oat,airspeed_kts,airspeed_mach,winds,eta,baro_alt,gps-alt,atcident,reg,squawk,altChange,geometry
position,AAL2089,37.34528,-76.25833,2016-04-14T11:15:14.000-07:00,Z,AAL2089-1461993949-airline-0370,A,,25300,380,246,,,,,,,,,,2016-04-14T11:44:43.000-07:00,,,,,,D,"-76.25833,37.34528,25300"
position,UAL288,42.1098,-87.49122,2016-04-14T11:15:12.000-07:00,A,UAL288-1461994227-airline-0006,A,AA568F,11200,334,74,,,,,,,,,,,,,,N76503,6517,C,"-87.49122,42.1098,11200"
position,SWA2329,41.51929,-88.18406,2016-04-14T11:15:11.000-07:00,A,SWA2329-1461994256-airline-0381,A,ABDC9B,4900,238,60,,,,,,,,,,,,,,N8632A,3175,D,"-88.18406,41.51929,4900"
position,VOI580,32.54269,-116.9932,2016-04-14T11:15:12.000-07:00,A,VOI580-1462038780-schedule-0000,A,0D002F,1100,160,256,,,,,,,,,,,,,,XAVOD,,C,"-116.9932,32.54269,1100"
position,DAL928,41.705,-88.28167,2016-04-14T11:15:09.000-07:00,Z,DAL928-1461994065-airline-0113,A,,33000,501,87,,,,,,,,,,2016-04-14T12:38:25.000-07:00,,,,,, ,"-88.28167,41.705,33000"
position,N631CD,36.1225,-121.57333,2016-04-14T11:15:14.000-07:00,Z,N631CD-1462136406-1-0,A,,8900,156,143,,,,,,,,,,2016-04-14T11:49:44.000-07:00,,,,,,D,"-121.57333,36.1225,8900"
position,SWA1527,41.53,-87.4125,2016-04-14T11:15:20.000-07:00,Z,SWA1527-1461994255-airline-0279,A,,4000,275,274,,,,,,,,,,2016-04-14T11:24:45.000-07:00,,,,,,D,"-87.4125,41.53,4000"
position,N65680,37.22056,-76.6625,2016-04-14T11:15:23.000-07:00,Z,N65680-1462210504-2-0,A,,4000,98,11,,,,,,,,,,2016-04-14T11:32:31.000-07:00,,,,,, ,"-76.6625,37.22056,4000"
position,SKW5419,36.57694,-121.5225,2016-04-14T11:15:26.000-07:00,Z,SKW5419-1461994235-airline-0240,A,,36000,426,325,,,,,,,,,,2016-04-14T13:10:35.000-07:00,,,SKW603A,,, ,"-121.5225,36.57694,36000"
position,N867K,36.22,-121.54889,2016-04-14T11:15:26.000-07:00,Z,N867K-1462143577-2-0,A,,21600,246,137,,,,,,,,,,2016-04-14T12:56:38.000-07:00,,,,,,C,"-121.54889,36.22,21600"
position,UAL1826,36.66722,-122.29694,2016-04-14T11:15:14.000-07:00,Z,UAL1826-1461994227-airline-0091,A,,25200,475,140,,,,,,,,,,2016-04-14T12:03:22.000-07:00,,,,,,C,"-122.29694,36.66722,25200"
position,SWA1912,37.06083,-121.49194,2016-04-14T11:15:14.000-07:00,Z,SWA1912-1461994256-airline-0403,A,,17000,358,139,,,,,,,,,,2016-04-14T12:34:41.000-07:00,,,,,,C,"-121.49194,37.06083,17000"
position,JAL9,42.06623,-87.76026,2016-04-14T11:15:14.000-07:00,A,JAL9-1461994107-airline-0175,A,8682FC,5700,259,353,,,,,,,,,,,,,,JA741J,3260,C,"-87.76026,42.06623,5700"
position,ETD150,41.96764,-87.79062,2016-04-14T11:15:15.000-07:00,A,ETD150-1461994076-airline-0057:0,A,896353,4000,201,90,,,,,,,,,,,,,,A6ETP,6212,C,"-87.79062,41.96764,4000"
position,UAL577,41.87528,-87.48278,2016-04-14T11:15:21.000-07:00,Z,UAL577-1461994235-airline-0216,A,,39000,537,86,,,,,,,,,,2016-04-14T12:33:48.000-07:00,,,,,, ,"-87.48278,41.87528,39000"
position,UAL686,41.9575,-87.25028,2016-04-14T11:15:21.000-07:00,Z,UAL686-1461994236-airline-0058,A,,18200,365,95,,,,,,,,,,2016-04-14T12:33:53.000-07:00,,,,,,C,"-87.25028,41.9575,18200"
position,AAL1365,37.12103,-76.26518,2016-04-14T11:15:17.000-07:00,A,AAL1365-1461993948-airline-0506,A,AC5CD7,36000,417,206,,,,,,,,,,,,,,N896NN,, ,"-76.26518,37.12103,36000"
position,UAL577,41.87347,-87.51228,2016-04-14T11:15:17.000-07:00,A,UAL577-1461994235-airline-0216,A,AA9600,39000,537,86,,,,,,,,,,,,,,N781UA,3355, ,"-87.51228,41.87347,39000"
position,AAL155,36.6557,-121.3652,2016-04-14T11:15:21.000-07:00,A,AAL155-1461993948-airline-0600,A,AAF1F2,31700,486,132,,,,,,,,,,,,,,N804NN,3724,C,"-121.3652,36.6557,31700"
position,UAL519,42.10103,-87.99094,2016-04-14T11:15:20.000-07:00,A,UAL519-1461994233-airline-0170,A,A91536,7100,269,312,,,,,,,,,,,,,,N68453,1367,C,"-87.99094,42.10103,7100"
position,NKS446,41.96466,-88.26678,2016-04-14T11:15:23.000-07:00,A,NKS446-1461994172-airline-0120,A,A7FB19,4500,172,87,,,,,,,,,,,,,,N613NK,,D,"-88.26678,41.96466,4500"
position,SWA2329,41.52768,-88.16441,2016-04-14T11:15:26.000-07:00,A,SWA2329-1461994256-airline-0381,A,ABDC9B,4700,237,60,,,,,,,,,,,,,,N8632A,3175,D,"-88.16441,41.52768,4700"
position,RTD10,37.18778,-76.37417,2016-04-14T11:15:29.000-07:00,Z,RTD10-1462200637-2-1,A,,2000,137,237,,,,,,,,,,2016-04-14T11:18:18.000-07:00,,,,,, ,"-76.37417,37.18778,2000"
position,JAL9,42.08084,-87.7631,2016-04-14T11:15:29.000-07:00,A,JAL9-1461994107-airline-0175,A,8682FC,6200,265,351,,,,,,,,,,,,,,JA741J,,C,"-87.7631,42.08084,6200"
position,SKW5868,41.88333,-88.05,2016-04-14T11:15:33.000-07:00,Z,SKW5868-1461994235-airline-0313,A,,6100,289,270,,,,,,,,,,2016-04-14T11:25:01.000-07:00,,,,,,D,"-88.05,41.88333,6100"
position,AAL623,32.69641,-116.7693,2016-04-14T11:15:29.000-07:00,A,AAL623-1461993959-airline-0071,A,ACB636,5800,276,261,,,,,,,,,,,,,,N918US,,D,"-116.7693,32.69641,5800"
position,SWA1491,41.73333,-87.81667,2016-04-14T11:15:27.000-07:00,Z,SWA1491-1461994255-airline-0105,A,,1800,131,360,,,,,,,,,,2016-04-14T11:16:29.000-07:00,,,,,,D,"-87.81667,41.73333,1800"
position,ETD150,41.9674,-87.77041,2016-04-14T11:15:30.000-07:00,A,ETD150-1461994076-airline-0057:0,A,896353,4300,219,90,,,,,,,,,,,,,,A6ETP,6212,C,"-87.77041,41.9674,4300"
position,ASQ5089,42.07944,-87.76389,2016-04-14T11:15:33.000-07:00,Z,ASQ5089-1461994060-airline-0110,A,,12900,330,331,,,,,,,,,,2016-04-14T12:07:34.000-07:00,,,,,,C,"-87.76389,42.07944,12900"
position,VOI580,32.53409,-117.0066,2016-04-14T11:15:31.000-07:00,A,VOI580-1462038780-schedule-0000,A,0D002F,1800,173,229,,,,,,,,,,,,,,XAVOD,,C,"-117.0066,32.53409,1800"
position,SWG476,36.88167,-76.28417,2016-04-14T11:15:44.000-07:00,Z,SWG476-1462198916-10-0,A,,36000,424,203,,,,,,,,,,2016-04-14T13:17:42.000-07:00,,,,,, ,"-76.28417,36.88167,36000"
position,TCF3622,41.69167,-87.425,2016-04-14T11:15:33.000-07:00,Z,TCF3622-1461994228-airline-0335,A,,10700,344,305,,,,,,,,,,2016-04-14T11:30:45.000-07:00,,,,,,D,"-87.425,41.69167,10700"
position,SWA623,41.45694,-87.29,2016-04-14T11:15:46.000-07:00,Z,SWA623-1461994257-airline-1063,A,,4900,275,290,,,,,,,,,,2016-04-14T11:24:43.000-07:00,,,,,,D,"-87.29,41.45694,4900"
position,N990H,41.83475,-88.33657,2016-04-14T11:15:34.000-07:00,A,N990H-1462132753-3-2,A,ADD352,45000,358,261,,,,,,,,,,,,,,N990H,3462, ,"-88.33657,41.83475,45000"
position,UAL519,42.11223,-88.00732,2016-04-14T11:15:35.000-07:00,A,UAL519-1461994233-airline-0170,A,A91536,7700,276,313,,,,,,,,,,,,,,N68453,1367,C,"-88.00732,42.11223,7700"
position,N384CF,41.72167,-87.57361,2016-04-14T11:15:33.000-07:00,Z,N384CF-1462204364-21-0,A,,11000,328,316,,,,,,,,,,2016-04-14T11:29:04.000-07:00,,,,,, ,"-87.57361,41.72167,11000"
position,SKW5279,37.0525,-121.97222,2016-04-14T11:15:39.000-07:00,Z,SKW5279-1461994233-airline-0158,A,,20400,383,136,,,,,,,,,,2016-04-14T11:58:02.000-07:00,,,,,,C,"-121.97222,37.0525,20400"
position,SWA2066,36.21028,-121.72139,2016-04-14T11:15:39.000-07:00,Z,SWA2066-1461994256-airline-0292,A,,39000,460,146,,,,,,,,,,2016-04-14T11:59:00.000-07:00,,,,,, ,"-121.72139,36.21028,39000"
position,AMX668,36.22957,-121.4902,2016-04-14T11:15:38.000-07:00,A,AMX668-1461993997-airline-0042,A,0D001E,29400,423,328,,,,,,,,,,,,,,XAZAM,7733,D,"-121.4902,36.22957,29400"
position,SWG476,36.90536,-76.27644,2016-04-14T11:15:39.000-07:00,A,SWG476-1462198916-10-0,A,C078FD,36000,422,203,,,,,,,,,,,,,,CGTVG,, ,"-76.27644,36.90536,36000"
position,N9262C,37.11111,-76.23444,2016-04-14T11:15:40.000-07:00,Z,N9262C-1462210142-11-2,A,,2900,127,154,,,,,,,,,,2016-04-14T11:22:11.000-07:00,,,,,, ,"-76.23444,37.11111,2900"
position,SWA2329,41.53577,-88.14523,2016-04-14T11:15:41.000-07:00,A,SWA2329-1461994256-airline-0381,A,ABDC9B,4400,238,60,,,,,,,,,,,,,,N8632A,3175,D,"-88.14523,41.53577,4400"
position,SWA1980,32.71667,-117.34472,2016-04-14T11:15:53.000-07:00,Z,SWA1980-1461994256-airline-0376,A,,4000,238,225,,,,,,,,,,2016-04-14T11:16:41.000-07:00,,,,,,C,"-117.34472,32.71667,4000"
position,URF53,36.27972,-121.81056,2016-04-14T11:15:53.000-07:00,Z,URF53-1462192036-1-0,A,,23000,271,151,,,,,,,,,,2016-04-14T11:53:05.000-07:00,,,,,, ,"-121.81056,36.27972,23000"
position,N104RJ,37.25111,-75.87333,2016-04-14T11:15:52.000-07:00,Z,N104RJ-1462203243-dlad-4306681:0,A,,40000,409,206,,,,,,,,,,2016-04-14T12:59:37.000-07:00,,,,,, ,"-75.87333,37.25111,40000"
position,RPA4683,36.86194,-76.43194,2016-04-14T11:15:52.000-07:00,Z,RPA4683-1461993954-airline-0006,A,,34000,430,206,,,,,,,,,,2016-04-14T11:46:37.000-07:00,,,,,, ,"-76.43194,36.86194,34000"
position,AAL623,32.69289,-116.7926,2016-04-14T11:15:44.000-07:00,A,AAL623-1461993959-airline-0071,A,ACB636,5300,281,261,,,,,,,,,,,,,,N918US,4172,D,"-116.7926,32.69289,5300"
position,ETD150,41.96721,-87.75164,2016-04-14T11:15:45.000-07:00,A,ETD150-1461994076-airline-0057:0,A,896353,4500,236,90,,,,,,,,,,,,,,A6ETP,6212,C,"-87.75164,41.96721,4500"
position,N927JC,32.50112,-116.97296,2016-04-14T11:10:01.000-07:00,P,N927JC-1462201429-11-0,A,,,,141,,,,,,,,,,,,,,,,,"-116.97296,32.50112"
position,SKW5337,36.51727,-121.71727,2016-04-14T11:16:01.000-07:00,P,SKW5337-1461994233-airline-0183,A,,,,321,,,,,,,,,,,,,,,,,"-121.71727,36.51727"
position,VOI580,32.52809,-117.0207,2016-04-14T11:15:47.000-07:00,A,VOI580-1462038780-schedule-0000,A,0D002F,2600,173,253,,,,,,,,,,,,,,XAVOD,1470,C,"-117.0207,32.52809,2600"
position,N866AW,32.55034,-116.67398,2016-04-14T11:16:01.000-07:00,P,N866AW-1462202088-3-0,A,,,,98,,,,,,,,,,,,,,,,,"-116.67398,32.55034"
position,VOI433,32.54106,-116.97016,2016-04-14T11:16:01.000-07:00,P,VOI433-1462028700-schedule-0000,A,,,,255,,,,,,,,,,,,,,,,,"-116.97016,32.54106"
position,NKS446,41.96461,-88.24138,2016-04-14T11:15:47.000-07:00,A,NKS446-1461994172-airline-0120,A,A7FB19,4100,173,90,,,,,,,,,,,,,,N613NK,7345,D,"-88.24138,41.96461,4100"
position,UAL519,42.1261,-88.02757,2016-04-14T11:15:50.000-07:00,A,UAL519-1461994233-airline-0170,A,A91536,8400,280,313,,,,,,,,,,,,,,N68453,,C,"-88.02757,42.1261,8400"
position,FFT1635,42.18583,-87.285,2016-04-14T11:15:58.000-07:00,Z,FFT1635-1461994084-airline-0149,A,,17800,399,355,,,,,,,,,,2016-04-14T11:29:41.000-07:00,,,,,,D,"-87.285,42.18583,17800"
position,SWA1491,41.75,-87.79861,2016-04-14T11:15:58.000-07:00,Z,SWA1491-1461994255-airline-0105,A,,1500,132,39,,,,,,,,,,2016-04-14T11:16:29.000-07:00,,,,,,D,"-87.79861,41.75,1500"
position,RPA4262,41.8775,-87.78861,2016-04-14T11:15:58.000-07:00,Z,RPA4262-1461993953-airline-0472,A,,7800,278,303,,,,,,,,,,2016-04-14T11:27:12.000-07:00,,,,,,D,"-87.78861,41.8775,7800"
position,UAL577,41.87622,-87.45055,2016-04-14T11:15:50.000-07:00,A,UAL577-1461994235-airline-0216,A,AA9600,39000,537,86,,,,,,,,,,,,,,N781UA,3355, ,"-87.45055,41.87622,39000"
position,UAL708,36.89222,-121.93667,2016-04-14T11:16:03.000-07:00,Z,UAL708-1461994236-airline-0103,A,,13400,353,348,,,,,,,,,,2016-04-14T11:28:38.000-07:00,,,,,,D,"-121.93667,36.89222,13400"
position,UAL288,42.11423,-87.45207,2016-04-14T11:15:52.000-07:00,A,UAL288-1461994227-airline-0006,A,AA568F,11500,209,267,,,,,,,,,,,,,,N76503,,C,"-87.45207,42.11423,11500"
position,N60ET,36.88333,-121.28333,2016-04-14T11:16:01.000-07:00,Z,N60ET-1462168338-4-0,A,,11600,193,141,,,,,,,,,,,,,,,, ,"-121.28333,36.9,11600"
position,JAL9,42.11476,-87.77939,2016-04-14T11:15:54.000-07:00,A,JAL9-1461994107-airline-0175,A,8682FC,7500,280,337,,,,,,,,,,,,,,JA741J,3260,C,"-87.77939,42.11476,7500"
position,QXE2493,33.08333,-117.43333,2016-04-14T11:16:02.000-07:00,Z,QXE2493-1462035600-schedule-0000,A,,13600,332,153,,,,,,,,,,2016-04-14T11:25:25.000-07:00,,,QXE493,,,D,"-117.43333,33.08333,13600"
position,URF63,36.27917,-121.27944,2016-04-14T11:15:51.000-07:00,Z,URF63-1462192117-5-0,A,,15900,258,331,,,,,,,,,,2016-04-14T11:38:56.000-07:00,,,,,, ,"-121.27944,36.27917,15900"
position,N751PP,36.30444,-121.25972,2016-04-14T11:16:03.000-07:00,Z,N751PP-1462204480-2-0,A,,11500,151,151,,,,,,,,,,2016-04-14T12:12:40.000-07:00,,,,,, ,"-121.25972,36.30444,11500"
position,SWA701,32.65528,-116.52111,2016-04-14T11:16:05.000-07:00,Z,SWA701-1461994257-airline-0929,A,,21900,479,83,,,,,,,,,,2016-04-14T12:02:39.000-07:00,,,,,,C,"-116.52111,32.65528,21900"
position,N508JA,36.71028,-121.5175,2016-04-14T11:16:05.000-07:00,Z,N508JA-1462154503-1-1,A,,15500,204,129,,,,,,,,,,2016-04-14T12:04:49.000-07:00,,,,,,C,"-121.5175,36.71028,15500"
position,VRD751,32.91783,-117.2936,2016-04-14T11:15:56.000-07:00,A,VRD751-1461994251-airline-0177,A,A855E2,10000,291,146,,,,,,,,,,,,,,N636VA,1702,D,"-117.2936,32.91783,10000"
position,SWA2329,41.54379,-88.12664,2016-04-14T11:15:56.000-07:00,A,SWA2329-1461994256-airline-0381,A,ABDC9B,4400,237,59,,,,,,,,,,,,,,N8632A,2035, ,"-88.12664,41.54379,4400"
position,AAL623,32.68973,-116.8145,2016-04-14T11:15:59.000-07:00,A,AAL623-1461993959-airline-0071,A,ACB636,5000,278,261,,,,,,,,,,,,,,N918US,4172,D,"-116.8145,32.68973,5000"
position,N273TA,33.12369,-117.669,2016-04-14T11:15:58.000-07:00,A,N273TA-1462211015-2-0,A,A2D713,12800,355,283,,,,,,,,,,,,,,N282TA,7774,C,"-117.669,33.12369,12800"
position,ETD150,41.96713,-87.72677,2016-04-14T11:16:00.000-07:00,A,ETD150-1461994076-airline-0057:0,A,896353,4900,246,90,,,,,,,,,,,,,,A6ETP,6212,C,"-87.72677,41.96713,4900"
position,NKS446,41.96461,-88.22647,2016-04-14T11:16:02.000-07:00,A,NKS446-1461994172-airline-0120,A,A7FB19,3900,169,90,,,,,,,,,,,,,,N613NK,7345,D,"-88.22647,41.96461,3900"
position,SWA243,32.86167,-116.69583,2016-04-14T11:16:18.000-07:00,Z,SWA243-1461994256-airline-0567,A,,8500,286,227,,,,,,,,,,2016-04-14T11:24:30.000-07:00,,,,,,D,"-116.69583,32.86167,8500"
position,JBU1083,37.22361,-76.55222,2016-04-14T11:16:04.000-07:00,Z,JBU1083-1461994016-airline-0164,A,,23000,391,228,,,,,,,,,,2016-04-14T11:42:44.000-07:00,,,,,,D,"-76.55222,37.22361,23000"
position,UAL519,42.13694,-88.0521,2016-04-14T11:16:06.000-07:00,A,UAL519-1461994233-airline-0170,A,A91536,9200,282,288,,,,,,,,,,,,,,N68453,1367,C,"-88.0521,42.13694,9200"
position,N990H,41.82318,-88.43279,2016-04-14T11:16:08.000-07:00,A,N990H-1462132753-3-2,A,ADD352,45000,358,261,,,,,,,,,,,,,,N990H,3462, ,"-88.43279,41.82318,45000"
position,VOI912,33.1972,-117.0512,2016-04-14T11:16:09.000-07:00,A,VOI912-1462029420-schedule-0000,A,0D07B3,17000,351,279,,,,,,,,,,,,,,XAVOZ,,D,"-117.0512,33.1972,17000"
position,AMX668,36.27837,-121.5284,2016-04-14T11:16:08.000-07:00,A,AMX668-1461993997-airline-0042,A,0D001E,28200,416,328,,,,,,,,,,,,,,XAZAM,7733,D,"-121.5284,36.27837,28200"
position,VRD751,32.90341,-117.2823,2016-04-14T11:16:11.000-07:00,A,VRD751-1461994251-airline-0177,A,A855E2,9800,274,146,,,,,,,,,,,,,,N636VA,1702,D,"-117.2823,32.90341,9800"
position,SWA2329,41.55057,-88.11104,2016-04-14T11:16:11.000-07:00,A,SWA2329-1461994256-airline-0381,A,ABDC9B,4400,235,59,,,,,,,,,,,,,,N8632A,, ,"-88.11104,41.55057,4400"
position,JAL9,42.1339,-87.79268,2016-04-14T11:16:13.000-07:00,A,JAL9-1461994107-airline-0175,A,8682FC,8200,287,331,,,,,,,,,,,,,,JA741J,3260,C,"-87.79268,42.1339,8200"
position,SWA2480,41.69389,-87.81694,2016-04-14T11:16:11.000-07:00,Z,SWA2480-1461994256-airline-0383,A,,2600,195,315,,,,,,,,,,2016-04-14T11:18:07.000-07:00,,,,,,D,"-87.81694,41.69389,2600"
position,ACA752,42.23778,-87.50278,2016-04-14T11:16:11.000-07:00,Z,ACA752-1461993974-airline-0107,A,,34900,501,87,,,,,,,,,,2016-04-14T12:10:46.000-07:00,,,,,,D,"-87.50278,42.23778,34900"
position,UAL1826,36.56361,-122.19028,2016-04-14T11:16:16.000-07:00,Z,UAL1826-1461994227-airline-0091,A,,26200,483,140,,,,,,,,,,2016-04-14T12:03:23.000-07:00,,,,,,C,"-122.19028,36.56361,26200"
position,SWA1912,36.98917,-121.39111,2016-04-14T11:16:16.000-07:00,Z,SWA1912-1461994256-airline-0403,A,,18700,384,132,,,,,,,,,,2016-04-14T12:34:34.000-07:00,,,,,,C,"-121.39111,36.98917,18700"
position,N631CD,36.08694,-121.54056,2016-04-14T11:16:16.000-07:00,Z,N631CD-1462136406-1-0,A,,9000,157,144,,,,,,,,,,2016-04-14T11:49:56.000-07:00,,,,,,C,"-121.54056,36.08694,9000"
position,N63251,36.75222,-121.75306,2016-04-14T11:16:16.000-07:00,Z,N63251-1462207229-1-1,A,,4900,108,142,,,,,,,,,,2016-04-14T11:27:56.000-07:00,,,,,,D,"-121.75306,36.75222,4900"
position,DAL2475,41.29194,-87.69806,2016-04-14T11:16:23.000-07:00,Z,DAL2475-1461994054-airline-0468,A,,32800,387,174,,,,,,,,,,2016-04-14T12:46:25.000-07:00,,,,,,C,"-87.69806,41.29194,32800"
position,DAL928,41.71306,-88.09139,2016-04-14T11:16:11.000-07:00,Z,DAL928-1461994065-airline-0113,A,,32900,503,87,,,,,,,,,,2016-04-14T12:38:25.000-07:00,,,,,,D,"-88.09139,41.71306,32900"
position,TCF3640,41.96556,-88.12472,2016-04-14T11:16:11.000-07:00,Z,TCF3640-1461994228-airline-0338,A,,3500,168,90,,,,,,,,,,2016-04-14T11:19:16.000-07:00,,,,,,D,"-88.12472,41.96556,3500"
position,N700CG,36.9,-121.81667,2016-04-14T11:16:19.000-07:00,Z,N700CG-1462207883-4-0,A,,10500,155,141,,,,,,,,,,2016-04-14T11:30:11.000-07:00,,,,,,C,"-121.81667,36.9,10500"
position,SWA1527,41.53556,-87.52056,2016-04-14T11:16:23.000-07:00,Z,SWA1527-1461994255-airline-0279,A,,4000,271,274,,,,,,,,,,2016-04-14T11:24:45.000-07:00,,,,,, ,"-87.52056,41.53556,4000"
position,ETD150,41.96722,-87.70504,2016-04-14T11:16:15.000-07:00,A,ETD150-1461994076-airline-0057:0,A,896353,5400,252,89,,,,,,,,,,,,,,A6ETP,6212,C,"-87.70504,41.96722,5400"
position,UAL686,41.94833,-87.10972,2016-04-14T11:16:23.000-07:00,Z,UAL686-1461994236-airline-0058,A,,21000,371,95,,,,,,,,,,2016-04-14T12:33:53.000-07:00,,,,,,C,"-87.10972,41.94833,21000"
position,AAL623,32.68647,-116.8369,2016-04-14T11:16:14.000-07:00,A,AAL623-1461993959-airline-0071,A,ACB636,4900,268,261,,,,,,,,,,,,,,N918US,4172,D,"-116.8369,32.68647,4900"
position,N9262C,37.08889,-76.23583,2016-04-14T11:16:18.000-07:00,Z,N9262C-1462210142-11-2,A,,2900,114,183,,,,,,,,,,2016-04-14T11:22:11.000-07:00,,,,,, ,"-76.23583,37.08889,2900"
position,VOI580,32.52365,-117.0439,2016-04-14T11:16:15.000-07:00,A,VOI580-1462038780-schedule-0000,A,0D002F,3700,170,253,,,,,,,,,,,,,,XAVOD,1470,C,"-117.0439,32.5,3700"
position,DAL690,37.38417,-76.1058,2016-04-14T11:16:18.000-07:00,Z,DAL690-1461994062-airline-0090,A,,36900,487,37,,,,,,,,,,2016-04-14T11:52:41.000-07:00,,,,,,D,"-76.10583,37.38417,36900"
position,AAL2089,37.30333,-76.37972,2016-04-14T11:16:18.000-07:00,Z,AAL2089-1461993949-airline-0370,A,,24300,380,247,,,,,,,,,,2016-04-14T11:44:43.000-07:00,,,,,,D,"-76.37972,37.30333,24300"
position,N65680,37.24361,-76.665,2016-04-14T11:16:24.000-07:00,Z,N65680-1462210504-2-0,A,,3900,78,355,,,,,,,,,,2016-04-14T11:32:31.000-07:00,,,,,,D,"-76.665,37.24361,3900"
position,N273TA,33.13701,-117.6994,2016-04-14T11:16:16.000-07:00,A,N273TA-1462211015-2-0,A,A2D713,13700,364,308,,,,,,,,,,,,,,N282TA,7774,C,"-117.6994,33.13701,13700"
position,NKS446,41.9647,-88.21,2016-04-14T11:16:17.000-07:00,A,NKS446-1461994172-airline-0120,A,A7FB19,3900,173,89,,,,,,,,,,,,,,N613NK,, ,"-88.21,41.9647,3900"
position,AAL1365,37.01555,-76.3288,2016-04-14T11:16:18.000-07:00,A,AAL1365-1461993948-airline-0506,A,AC5CD7,36000,417,206,,,,,,,,,,,,,,N896NN,2761, ,"-76.3288,37.01555,36000"
position,N384CF,41.79528,-87.66194,2016-04-14T11:16:36.000-07:00,Z,N384CF-1462204364-21-0,A,,11000,330,318,,,,,,,,,,2016-04-14T11:29:17.000-07:00,,,,,, ,"-87.66194,41.79528,11000"
position,AAL155,36.5713,-121.2511,2016-04-14T11:16:21.000-07:00,A,AAL155-1461993948-airline-0600,A,AAF1F2,33000,476,132,,,,,,,,,,,,,,N804NN,3724,C,"-121.2511,36.5713,33000"
position,TCF3622,41.74889,-87.53611,2016-04-14T11:16:36.000-07:00,Z,TCF3622-1461994228-airline-0335,A,,10000,342,305,,,,,,,,,,2016-04-14T11:30:53.000-07:00,,,,,,D,"-87.53611,41.74889,10000"
position,ASQ5089,42.1775,-87.82139,2016-04-14T11:16:36.000-07:00,Z,ASQ5089-1461994060-airline-0110,A,,15100,356,337,,,,,,,,,,2016-04-14T12:07:34.000-07:00,,,,,,C,"-87.82139,42.1775,15100"
position,VRD751,32.88683,-117.26913,2016-04-14T11:16:26.000-07:00,A,VRD751-1461994251-airline-0177,A,A855E2,9600,253,145,,,,,,,,,,,,,,N636VA,1702,D,"-117.26913,32.88683,9600"
position,ENY3424,42.01667,-87.83333,2016-04-14T11:16:33.000-07:00,Z,ENY3424-1461994019-airline-0219,A,,3700,189,55,,,,,,,,,,2016-04-14T11:52:27.000-07:00,,,,,,C,"-87.83333,42.01667,3700"
position,SKW5868,41.88333,-88.15,2016-04-14T11:16:33.000-07:00,Z,SKW5868-1461994235-airline-0313,A,,5300,253,270,,,,,,,,,,2016-04-14T11:25:01.000-07:00,,,,,,D,"-88.15,41.88333,5300"
position,DAL1648,41.76667,-87.65,2016-04-14T11:16:39.000-07:00,Z,DAL1648-1461994052-airline-0647,A,,3300,240,104,,,,,,,,,,2016-04-14T12:54:28.000-07:00,,,,,,C,"-87.65,41.76667,3300"
position,SKW5419,36.67917,-121.59944,2016-04-14T11:16:28.000-07:00,Z,SKW5419-1461994235-airline-0240,A,,36000,427,329,,,,,,,,,,2016-04-14T13:10:35.000-07:00,,,SKW603A,,, ,"-121.59944,36.67917,36000"
position,N867K,36.16806,-121.48472,2016-04-14T11:16:28.000-07:00,Z,N867K-1462143577-2-0,A,,22900,259,135,,,,,,,,,,2016-04-14T12:56:38.000-07:00,,,,,,C,"-121.48472,36.16806,22900"
position,SWA2066,36.10722,-121.62833,2016-04-14T11:16:40.000-07:00,Z,SWA2066-1461994256-airline-0292,A,,39000,458,144,,,,,,,,,,2016-04-14T11:59:00.000-07:00,,,,,, ,"-121.62833,36.10722,39000"
position,UAL577,41.88244,-87.30458,2016-04-14T11:16:26.000-07:00,A,UAL577-1461994235-airline-0216,A,AA9600,39000,538,86,,,,,,,,,,,,,,N781UA,3355, ,"-87.30458,41.88244,39000"
position,AAL1096,42,-88.05,2016-04-14T11:16:21.000-07:00,Z,AAL1096-1461993948-airline-0009,A,,2600,181,71,,,,,,,,,,2016-04-14T11:18:08.000-07:00,,,,,,D,"-88.05,42,2600"
position,SWA2329,41.56133,-88.08621,2016-04-14T11:16:28.000-07:00,A,SWA2329-1461994256-airline-0381,A,ABDC9B,4400,234,60,,,,,,,,,,,,,,N8632A,3175, ,"-88.08621,41.56133,4400"
position,RTD10,37.16972,-76.4125,2016-04-14T11:16:30.000-07:00,Z,RTD10-1462200637-2-1,A,,1200,130,239,,,,,,,,,,2016-04-14T11:18:18.000-07:00,,,,,,D,"-76.4125,37.16972,1200"
position,JAL9,42.15166,-87.80635,2016-04-14T11:16:28.000-07:00,A,JAL9-1461994107-airline-0175,A,8682FC,9000,290,330,,,,,,,,,,,,,,JA741J,3260,C,"-87.80635,42.15166,9000"
position,AAL623,32.68286,-116.8614,2016-04-14T11:16:30.000-07:00,A,AAL623-1461993959-airline-0071,A,ACB636,4900,264,261,,,,,,,,,,,,,,N918US,4172, ,"-116.8614,32.68286,4900"
position,VOI580,32.51725,-117.0565,2016-04-14T11:16:30.000-07:00,A,VOI580-1462038780-schedule-0000,A,0D002F,4200,171,214,,,,,,,,,,,,,,XAVOD,1470,C,"-117.0565,32.51725,4200"
